ODATEDW,OSOURCE,TCODE,STATE,ZIP,MAILCODE,PVASTATE,DOB,NOEXCH,RECINHSE,RECP3,RECPGVG,RECSWEEP,MDMAUD,DOMAIN,CLUSTER,AGE,AGEFLAG,HOMEOWNR,CHILD03,CHILD07,CHILD12,CHILD18,NUMCHLD,INCOME,GENDER,WEALTH1,HIT,MBCRAFT,MBGARDEN,MBBOOKS,MBCOLECT,MAGFAML,MAGFEM,MAGMALE,PUBGARDN,PUBCULIN,PUBHLTH,PUBDOITY,PUBNEWFN,PUBPHOTO,PUBOPP,DATASRCE,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,SOLP3,SOLIH,MAJOR,WEALTH2,GEOCODE,COLLECT1,VETERANS,BIBLE,CATLG,HOMEE,PETS,CDPLAY,STEREO,PCOWNERS,PHOTO,CRAFTS,FISHER,GARDENIN,BOATS,WALKER,KIDSTUFF,CARDS,PLATES,LIFESRC,PEPSTRFL,POP901,POP902,POP903,POP90C1,POP90C2,POP90C3,POP90C4,POP90C5,ETH1,ETH2,ETH3,ETH4,ETH5,ETH6,ETH7,ETH8,ETH9,ETH10,ETH11,ETH12,ETH13,ETH14,ETH15,ETH16,AGE901,AGE902,AGE903,AGE904,AGE905,AGE906,AGE907,CHIL1,CHIL2,CHIL3,AGEC1,AGEC2,AGEC3,AGEC4,AGEC5,AGEC6,AGEC7,CHILC1,CHILC2,CHILC3,CHILC4,CHILC5,HHAGE1,HHAGE2,HHAGE3,HHN1,HHN2,HHN3,HHN4,HHN5,HHN6,MARR1,MARR2,MARR3,MARR4,HHP1,HHP2,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,HV1,HV2,HV3,HV4,HU1,HU2,HU3,HU4,HU5,HHD1,HHD2,HHD3,HHD4,HHD5,HHD6,HHD7,HHD8,HHD9,HHD10,HHD11,HHD12,ETHC1,ETHC2,ETHC3,ETHC4,ETHC5,ETHC6,HVP1,HVP2,HVP3,HVP4,HVP5,HVP6,HUR1,HUR2,RHP1,RHP2,RHP3,RHP4,HUPA1,HUPA2,HUPA3,HUPA4,HUPA5,HUPA6,HUPA7,RP1,RP2,RP3,RP4,MSA,ADI,DMA,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,IC20,IC21,IC22,IC23,HHAS1,HHAS2,HHAS3,HHAS4,MC1,MC2,MC3,TPE1,TPE2,TPE3,TPE4,TPE5,TPE6,TPE7,TPE8,TPE9,PEC1,PEC2,TPE10,TPE11,TPE12,TPE13,LFC1,LFC2,LFC3,LFC4,LFC5,LFC6,LFC7,LFC8,LFC9,LFC10,OCC1,OCC2,OCC3,OCC4,OCC5,OCC6,OCC7,OCC8,OCC9,OCC10,OCC11,OCC12,OCC13,EIC1,EIC2,EIC3,EIC4,EIC5,EIC6,EIC7,EIC8,EIC9,EIC10,EIC11,EIC12,EIC13,EIC14,EIC15,EIC16,OEDC1,OEDC2,OEDC3,OEDC4,OEDC5,OEDC6,OEDC7,EC1,EC2,EC3,EC4,EC5,EC6,EC7,EC8,SEC1,SEC2,SEC3,SEC4,SEC5,AFC1,AFC2,AFC3,AFC4,AFC5,AFC6,VC1,VC2,VC3,VC4,ANC1,ANC2,ANC3,ANC4,ANC5,ANC6,ANC7,ANC8,ANC9,ANC10,ANC11,ANC12,ANC13,ANC14,ANC15,POBC1,POBC2,LSC1,LSC2,LSC3,LSC4,VOC1,VOC2,VOC3,HC1,HC2,HC3,HC4,HC5,HC6,HC7,HC8,HC9,HC10,HC11,HC12,HC13,HC14,HC15,HC16,HC17,HC18,HC19,HC20,HC21,MHUC1,MHUC2,AC1,AC2,ADATE_2,ADATE_3,ADATE_4,ADATE_5,ADATE_6,ADATE_7,ADATE_8,ADATE_9,ADATE_10,ADATE_11,ADATE_12,ADATE_13,ADATE_14,ADATE_15,ADATE_16,ADATE_17,ADATE_18,ADATE_19,ADATE_20,ADATE_21,ADATE_22,ADATE_23,ADATE_24,RFA_2,RFA_3,RFA_4,RFA_5,RFA_6,RFA_7,RFA_8,RFA_9,RFA_10,RFA_11,RFA_12,RFA_13,RFA_14,RFA_15,RFA_16,RFA_17,RFA_18,RFA_19,RFA_20,RFA_21,RFA_22,RFA_23,RFA_24,CARDPROM,MAXADATE,NUMPROM,CARDPM12,NUMPRM12,RDATE_3,RDATE_4,RDATE_5,RDATE_6,RDATE_7,RDATE_8,RDATE_9,RDATE_10,RDATE_11,RDATE_12,RDATE_13,RDATE_14,RDATE_15,RDATE_16,RDATE_17,RDATE_18,RDATE_19,RDATE_20,RDATE_21,RDATE_22,RDATE_23,RDATE_24,RAMNT_3,RAMNT_4,RAMNT_5,RAMNT_6,RAMNT_7,RAMNT_8,RAMNT_9,RAMNT_10,RAMNT_11,RAMNT_12,RAMNT_13,RAMNT_14,RAMNT_15,RAMNT_16,RAMNT_17,RAMNT_18,RAMNT_19,RAMNT_20,RAMNT_21,RAMNT_22,RAMNT_23,RAMNT_24,RAMNTALL,NGIFTALL,CARDGIFT,MINRAMNT,MINRDATE,MAXRAMNT,MAXRDATE,LASTGIFT,LASTDATE,FISTDATE,NEXTDATE,TIMELAG,AVGGIFT,CONTROLN,TARGET_B,TARGET_D,HPHONE_D,RFA_2R,RFA_2F,RFA_2A,MDMAUD_R,MDMAUD_F,MDMAUD_A,CLUSTER2,GEOCODE2
9301,AGR,1,FL,33332, , ,5310,0, , , , ,XXXX,T1,35,44,E,H, , ,F, ,1,7,M,9,7,0,0,2,0,0,0,0,0,0,1,0,1,0,0,3,0,28,36,19,15,3,3, , , ,9,03, , , , , , , , , , , , , , , , , , ,1, ,7758,2168,2395,31,0,69,50,50,94,3,0,2,12,1,0,1,0,0,0,0,0,2,6,4,33,39,41,31,41,43,30,39,39,22,10,22,33,20,9,3,2,15,17,32,21,15,10,1,5,6,28,66,42,15,5,71,7,3,19,265,323,98,96,0,0,0,0,0,0,0,1637,1743,8,6,97,3,95,5,5,54,91,83,50,95,5,4,1,2,8,6,3,23,64,6,1,2,0,22,63,95,99,99,4,1,84,67,68,18,4,0,0,1,2,0,0,0,70,73,77,79,2680,127,528,618,626,657,665,20002,3,7,7,15,35,19,7,2,4,4,6,7,13,37,20,7,2,4,9,0,48,4,70,30,12,87,9,0,0,0,0,0,2,2,0,43,32,34,3,89,76,86,65,85,63,69,61,76,99,3,17,16,5,12,17,0,7,5,2,14,2,1,1,3,0,9,8,9,5,6,10,8,4,3,2,8,8,5,11,15,3,3,4,71,3,1,139,3,7,29,24,13,15,9,5,26,4,21,6,0,0,0,15,28,1,36,20,19,12,0,3,0,8,0,1,6,8,0,3,0,1,1,0,0,9,42,84,12,0,4,99,86,33,3,5,14,58,68,96,99,0,0,0,0,0,97,0,0,1,48,52,47,99,99,13,3,6,4,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,,9503,9502,9501,9411,9411,9410,9409,,9406,L1F,A1F,A1F,A2F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F, ,A1F,A1F,A1F,A1F,A1F,A1F,A1F, ,A1F,18,9702,45,6,13,,,,,,,9512,,,,,,,,,9502,,,,,,,,,,,,,22,,,,,,,,,20,,,,,,,68,4,3,10,9301,22,9512,22,9512,9301,9401,12,17,39327,0,0,0,L,1,F,X,X,X,5,A
9201,IMA,0,WI,53221, , ,4611,0, ,X, , ,XXXX,S2,18,51,E,H, , , , ,,5,F,8,8,1,0,3,0,1,0,0,0,1,1,0,0,0,0,3,0,35,24,35,5,0,8, , , ,9, , , , , , , , , , , ,Y, ,Y, , , , , ,3,X,673,197,224,99,0,0,51,49,99,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,34,42,46,36,45,48,24,40,42,18,12,21,19,17,13,12,5,11,19,34,22,14,25,5,23,11,32,57,33,14,4,65,6,7,22,229,300,99,99,0,0,0,0,0,0,0,781,779,8,5,99,1,99,0,0,39,88,76,34,95,5,5,2,3,4,15,1,21,59,19,0,0,0,0,0,6,56,96,0,0,75,58,62,16,5,0,0,0,1,0,0,0,67,67,67,67,5080,111,617,486,498,470,505,17749,19,7,7,23,27,16,0,0,0,15,8,4,23,29,20,0,0,0,39,0,81,8,28,72,4,82,11,0,0,0,0,0,5,2,0,11,22,22,0,84,70,71,69,69,69,83,66,99,99,0,14,9,3,16,25,0,0,14,0,10,2,5,2,0,0,5,8,4,7,7,24,16,4,0,0,15,5,0,4,5,0,8,0,71,13,4,125,2,6,40,16,12,22,2,8,13,1,13,6,0,0,0,16,35,0,24,14,35,10,0,0,0,21,0,0,7,0,0,8,0,0,0,0,0,5,83,93,0,2,5,99,75,26,16,31,0,7,7,46,49,51,0,0,80,4,0,16,0,0,99,0,99,99,99,9,4,5,9,9706,9606,9604,9604,9603,9602,9601,9511,9510,9509,9508,9507,9506,9504,9503,9501,9412,9411,,,9409,9407,9406,L3F,S3F,S3F,S3F,S4F,A4F,A4F,A4F,A2E,A4F,A4F,A4F,A4F,A4F,A4F,A4F,A3E,A2E, , ,A2E,A1E,A1E,38,9702,105,11,29,,,,9603,,9601,,9511,,9510,,9507,,9505,9503,9501,,,,9409,9407,9406,,,,15,,10,,15,,10,,10,,10,10,10,,,,10,15,10,338,29,12,5,9702,15,9305,5,9702,9209,9210,1,11.655172414,1361,0,0,1,L,3,F,X,X,X,4,B
8601,DRK,0,IA,52402, , ,3110,0, , , , ,XXXX,C1,24,66,E,H, , , , ,,5,F,9,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,33,24,39,6,5,1, , , ,9,02, ,Y, , , , , ,Y, , , , , , ,Y, , , ,3,X,2160,683,900,89,0,11,48,52,99,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,42,47,49,40,48,50,20,33,42,25,7,14,23,21,17,13,5,14,13,33,22,18,24,7,22,22,43,35,19,6,1,72,7,5,16,165,240,69,58,1,28,27,4,0,0,0,1282,1399,5,4,96,4,97,3,8,27,76,71,25,89,11,2,0,2,9,18,2,16,62,21,0,0,0,15,33,74,88,98,2,0,70,67,67,13,3,28,0,0,2,2,0,0,39,57,71,89,1360,173,637,550,637,607,703,26007,5,11,19,10,24,17,5,3,5,1,5,16,12,28,22,6,5,6,27,1,76,1,61,39,12,89,7,0,0,0,0,0,0,3,1,5,13,16,3,39,67,79,56,78,52,67,67,0,0,0,25,24,4,13,12,0,1,6,0,9,1,3,1,1,0,3,21,2,4,3,19,7,5,3,2,7,12,8,4,6,5,1,11,70,6,0,151,2,4,21,20,7,31,15,7,14,4,13,4,0,0,0,16,33,1,24,26,39,3,0,7,0,22,0,0,5,0,1,0,0,0,0,0,1,2,66,97,0,0,2,98,67,23,4,11,8,40,49,81,93,7,36,0,82,7,8,4,0,0,84,16,78,99,97,11,3,9,8,9706,9606,9604,,9603,9602,9601,9511,9510,9511,9509,,9506,9504,9503,9502,9501,9411,9411,9410,9409,9407,9406,L3D,S3D,S3D, ,S2D,S2D,S2D,S2D,A1D,A1D,A1D, ,S2D,S3D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,31,9702,74,5,13,,,,,,9602,,,,9510,,9507,,,,,9412,,,,,9407,,,,,,5,,,,6,,5,,,,,6,,,,,4,102,21,14,3,9312,6,9404,5,9602,8704,8707,3,4.8571428571,76585,1,5,1,L,3,D,X,X,X,11,C
8601,GRI,0,AL,36322, , ,2601,0,X, , , ,XXXX, , ,72, , , , , , ,,4,F,,0,,,,,,,,,,,,,,,2,26,39,49,16,4,4,18, , , ,5, , ,Y,Y, , , , , , , , ,Y,Y, ,Y, , , ,2,X,7649,2174,3019,2,64,33,50,50,78,17,0,3,3,0,0,0,0,2,0,0,1,1,0,1,28,36,41,32,40,44,26,46,34,21,18,29,18,13,12,7,3,19,18,28,18,16,14,5,13,23,35,42,23,8,3,62,13,5,21,177,253,53,50,3,18,16,10,0,0,0,543,566,3,3,58,42,90,10,5,38,72,58,28,86,14,11,2,9,18,14,5,15,53,10,6,10,1,0,1,5,14,59,0,4,35,49,50,14,5,13,5,28,13,9,10,11,2,12,39,65,2180,415,606,258,286,297,327,11803,28,21,18,18,14,1,0,0,0,22,22,18,19,17,2,0,0,1,17,6,28,14,58,42,31,79,16,0,0,0,0,1,2,2,2,24,14,18,1,49,73,84,61,81,56,63,48,63,99,11,12,10,5,14,15,0,2,11,2,14,7,3,4,2,0,4,16,7,3,2,20,5,5,5,1,7,9,3,11,5,4,17,6,65,3,0,123,8,12,29,27,8,13,4,1,26,1,19,7,15,27,4,22,38,7,49,23,16,32,0,4,1,8,0,0,5,1,0,0,0,0,0,0,0,6,42,92,3,3,2,95,59,23,3,13,4,25,39,65,88,12,0,0,18,17,62,1,0,2,79,21,55,99,89,9,3,6,5,9706,9606,9604,,9603,9602,9601,9511,9510,9510,9508,9507,9506,9504,9503,,,9411,,9410,9409,9407,9406,L1E,A1E,A1E, ,A1E,A1E,A1E,S2E,S2E,S2E,S2E,S3E,S2E,S3E,S3E, , ,S2E, ,S2E,S2E,A1E,A1E,26,9702,66,2,6,,,,,,,,,,,,,,9504,,,,,,9410,,,,,,,,,,,,,,,,10,,,,,,10,,,123,16,8,3,8807,10,9101,10,9504,8608,8804,20,7.6875,191188,0,0,1,L,1,E,X,X,X,43,C
9101,L01,1,IN,46350, , ,908,0, , , , ,XXXX,T1,34,88,E,H, , , , ,,3,M,,0,,,,,,,,,,,,,,,2,0,38,33,40,8,5,1, , , ,7, , ,Y,Y,Y, ,Y, , , ,Y,Y, ,Y, ,Y, , , ,3, ,1543,448,623,0,95,5,46,54,99,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,37,46,50,40,49,53,23,31,47,22,11,16,20,12,14,14,13,13,12,35,22,18,33,13,31,26,38,37,22,8,3,63,9,9,20,165,245,81,79,9,18,10,5,1,1,0,672,748,3,3,79,21,95,5,7,30,72,62,24,85,15,6,0,6,11,21,3,19,55,25,0,0,0,1,6,16,37,78,0,4,64,61,61,13,4,17,1,0,5,10,5,0,1,5,35,85,0,51,602,359,427,407,480,19121,16,15,18,21,21,8,0,1,1,4,11,23,25,26,10,0,1,1,35,4,56,5,48,52,5,77,11,0,0,0,0,0,8,4,1,13,12,17,1,39,66,75,57,71,53,81,59,99,99,0,20,17,5,8,13,0,1,9,1,13,6,2,5,2,0,4,27,6,1,4,9,2,4,4,2,12,12,6,4,8,5,1,6,69,9,1,137,4,10,27,21,8,19,11,4,20,2,15,6,0,0,0,18,38,1,33,22,40,6,1,7,2,23,0,0,3,3,1,1,0,0,1,2,0,1,65,99,1,0,0,96,60,13,8,50,0,0,1,1,9,91,0,0,93,1,5,2,0,0,89,11,91,99,98,6,3,7,7,9706,9606,9604,,9603,9602,9601,9511,9510,9510,9509,,9506,,9503,9502,9412,9411,,,9409,9407,9406,L1F,A1F,A1F, ,L2E,L2E,L2E,A1E,A1E,A1E,A1E, ,A1E, ,A2E,A2E,A2E,A1E, , ,A1E,A1E,A1E,18,9702,48,4,11,,,,,9602,,,,,,,,,,,,,,,9409,,,,,,,15,,,,,,,,,,,,,,,14,,,91,8,5,5,9111,15,9203,15,9602,9109,9111,2,11.375,61041,0,0,1,L,1,F,X,X,X,37,C
8901,ACS,1,WA,98116, , ,3706,0, , , , ,XXXX,U2,05,61,I, , , , , ,,,M,,0,,,,,,,,,,,,,,, ,0,37,27,39,3,5,17, , , ,4, , , , , , , , , , , , , , , , , , , , , ,988,255,399,99,0,0,48,52,89,3,2,5,4,1,1,0,2,0,1,0,3,0,0,1,34,40,42,36,45,48,24,38,42,20,9,26,25,11,9,12,8,18,14,34,16,18,28,11,26,28,33,40,21,9,4,56,11,7,26,168,247,94,93,2,6,4,3,0,0,0,1198,1251,5,5,80,20,97,3,0,31,64,53,25,80,20,6,1,5,17,24,9,15,55,19,2,2,0,5,23,66,86,99,1,2,50,56,57,13,4,3,3,0,15,1,4,0,49,75,82,90,7600,105,819,321,347,330,365,14607,20,15,25,25,12,2,0,0,0,14,22,15,28,17,4,0,0,0,39,5,62,6,47,53,8,61,10,16,16,0,0,5,3,5,0,2,19,21,0,78,61,71,52,66,49,69,51,99,99,0,18,15,5,13,16,0,0,13,2,7,5,3,5,0,0,5,19,10,3,5,17,5,5,3,0,10,3,3,12,3,5,17,5,63,7,0,140,2,13,24,20,17,20,4,10,15,3,19,3,0,0,0,18,37,0,27,6,39,24,1,4,2,10,0,0,1,4,7,2,0,0,1,3,0,8,58,96,1,0,3,78,40,13,9,49,2,2,2,2,2,98,0,0,35,0,21,43,0,1,99,0,99,99,99,8,2,0,6,9706,9606,9604,9604,9603,9602,9601,9511,,9509,9508,9507,9506,,9503,9502,9412,9411,9411,9410,9409,9407,9406,L2F,A2F,A2F,A2F,A3F,A3E,A3E,A2E, ,A2E,A2E,A2E,A2E, ,A1E,A2E,A2E,A2F,A2F,A2F,A2F,A1F,A2F,26,9702,66,6,13,,,,,,,,,,9509,,,,,,,,9501,,,,,,,,,,,,,,10,,,,,,,,7,,,,,103,14,5,3,9009,20,9310,15,9512,8901,8904,3,7.3571428571,179695,0,0,0,L,2,F,X,X,X,23,A
9501,ALZ,1,TX,75606, , ,3001,0, , , , ,XXXX,C3,31,68,E,H, , , , ,,4,M,,0,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0, , , ,, , , , , , , , , , , , , , , , , , , , , ,5178,1181,1572,98,0,2,50,50,22,76,1,1,2,0,0,0,0,0,0,0,1,0,0,0,26,38,47,32,42,50,29,35,42,24,27,17,16,12,11,9,8,13,13,31,20,23,28,12,25,23,26,51,31,16,8,40,13,10,37,203,287,82,80,2,12,10,7,12,1,10,397,432,2,2,70,30,90,10,1,45,75,48,25,78,22,20,2,18,12,20,2,3,17,3,21,43,12,0,1,1,7,29,0,2,39,50,52,15,5,9,3,4,17,4,7,1,0,1,19,50,4420,323,709,180,218,223,249,7289,44,20,18,10,5,2,1,0,0,37,20,21,12,6,2,1,0,0,29,14,19,33,46,54,13,72,13,0,0,0,0,0,12,3,0,12,14,18,4,46,59,62,56,57,50,65,45,69,99,11,12,5,5,3,14,2,1,22,1,12,12,5,6,1,0,3,24,4,3,4,14,2,5,5,0,11,20,3,2,8,4,1,3,71,12,0,120,14,22,29,17,6,7,5,13,28,2,24,15,0,0,0,11,20,1,26,22,32,13,0,2,0,3,0,0,2,0,0,0,0,0,1,0,0,3,79,93,6,1,1,86,46,19,10,27,0,4,11,26,58,42,0,0,78,0,22,0,0,0,99,0,93,98,87,8,2,7,4,9706,9606,9604,,9603,9602,9601,9511,9510,9510,9509,9507,9506,,,9501,9412,,,,,,,L1F,A1F,A1F, ,N2F,N1F,N1F,N1F,F1F,F1F,F1F,F1F,F1F, , ,P1A,P1F, , , , , , ,10,9702,22,5,11,,,,,,,9512,,,,,,,,,9501,,,,,,,,,,,,,22,,,,,,,,,20,,,,,,,42,2,1,20,9501,22,9512,22,9512,9501,9512,11,21,118016,0,0,0,L,1,F,X,X,X,54,C
8801,DNA,0,IL,61273, , ,1411,0,X, , , ,XXXX,R2,44,83,E,U, , , , ,,3,F,,0,,,,,,,,,,,,,,,2,0,30,33,28,7,4,8, ,12, ,4, , , , , , , , , , , , , , , , , , , , ,X,3797,1094,1350,15,0,85,50,50,99,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,33,42,45,35,45,48,28,32,45,23,12,20,23,17,12,10,6,12,15,37,22,14,23,10,23,17,33,50,30,12,3,68,7,6,19,201,280,89,88,3,9,6,5,0,0,0,530,566,3,2,80,20,97,3,8,42,81,72,35,91,9,6,1,5,8,14,2,23,60,15,0,0,0,0,1,4,17,56,0,2,63,62,62,15,4,7,2,1,12,3,4,0,0,3,27,70,1960,177,682,361,404,387,425,13953,16,15,17,24,22,4,1,0,1,10,14,15,28,25,5,1,0,1,29,4,54,3,32,68,4,83,10,0,0,0,0,0,3,4,8,51,22,23,2,73,67,78,57,76,56,74,66,81,99,2,11,10,2,11,20,0,1,10,4,13,8,6,4,5,0,5,19,6,2,11,18,6,3,2,1,6,10,3,4,7,3,7,8,69,6,0,120,6,10,43,20,8,11,4,1,28,3,21,6,0,0,0,16,32,1,32,26,26,7,1,3,0,14,0,0,4,1,0,1,0,0,0,11,0,0,77,98,1,0,0,97,76,26,12,31,1,1,5,35,53,47,0,0,73,14,5,7,0,1,73,27,62,99,99,9,4,9,5,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9508,9507,9506,9504,9503,9502,9501,9411,9411,9410,9409,9407,9406,L2F,S2F,S2F,S2F,A1E,S2E,S2E,S2E,S2E,S2E,S2E,S3E,S2E,S3E,S3E,S2E,S2E,S3E,S2E,S2E,S2E,S2E,A1E,32,9702,90,9,30,,,,,,,9601,,,,,,,9504,,,9412,,,,,9407,,,,,,,16,,,,,,,14,,,14,,,,,12,216,22,10,5,9002,16,9601,10,9702,8810,8902,4,9.8181818182,3423,0,0,0,L,2,F,X,X,X,43,B
8601,DRK,0,NC,27703, , ,5210,0, , , , ,XXXX,C3,32,45,E,H, , , ,M,1,4,F,1,9,0,0,3,0,1,0,0,0,0,0,1,1,0,0,3,0,37,55,11,7,10,6, , , ,1, , , , , , , , , , , , , , , , , , , , , ,1213,310,433,99,0,0,46,54,23,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,38,42,33,43,47,30,38,41,21,14,24,24,13,11,8,7,13,17,34,20,16,23,8,21,22,31,47,30,13,6,38,20,10,33,190,276,68,66,18,31,13,6,1,0,1,476,475,3,3,47,53,84,16,4,42,72,36,21,82,18,21,4,17,16,26,6,3,12,8,22,48,6,0,0,1,3,41,0,3,29,47,49,14,5,29,2,0,27,21,5,0,1,13,48,78,6640,351,560,218,220,265,280,10106,29,26,20,17,6,0,2,0,0,27,26,19,19,7,0,2,0,0,22,5,19,12,51,49,5,59,27,10,10,0,0,0,4,0,0,26,21,24,8,64,70,78,64,76,62,74,39,72,99,13,3,1,7,9,21,0,1,15,1,14,18,6,3,1,0,6,18,3,4,2,16,3,5,3,0,24,9,1,4,7,10,6,1,70,6,0,120,19,28,17,18,4,11,3,3,25,1,20,7,0,0,0,17,37,2,55,0,11,27,0,1,0,1,0,0,3,0,0,0,0,0,1,0,0,1,91,98,1,0,1,84,35,10,5,31,0,0,0,5,47,53,0,0,63,2,15,18,0,1,99,0,99,97,84,5,2,5,8,9706,9606,9604,,9603,,,9511,,9510,9508,,,,9503,9502,9412,9411,9411,9410,9409,9407,9406,L1F,A1F,A1F, ,A1F, , ,L1E, ,L1E,L1E, , , ,L1E,A1E,A1E,A1E,A1E,A1E,A1E,A1E,A1E,23,9702,55,4,11,,,,,,,,,9511,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,102,7,2,5,9301,20,8705,16,9511,8702,8705,3,14.571428571,17693,0,0,1,L,1,F,X,X,X,51,B
9101,NEX,0,NC,27105, , ,5401,0, , , , ,XXXX,C2,27,44,E,H, , , , ,1,6,F,,0,,,,,,,,,,,,,,,2,0,29,25,19,18,5,0, , , ,7, , , ,Y,Y, ,Y,Y,Y, , , , , , , , , , ,2,X,1217,335,409,99,0,0,47,53,19,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,45,48,38,47,51,24,35,38,27,11,19,19,14,17,10,10,12,16,29,21,22,30,5,26,16,33,51,31,12,6,49,12,9,30,204,286,91,89,0,7,7,7,4,4,0,657,705,3,3,67,33,96,4,0,42,82,56,26,88,12,16,1,15,10,18,2,3,10,6,16,49,17,0,3,16,41,68,0,1,54,55,58,15,5,6,1,1,26,0,6,0,5,13,50,84,3120,281,518,288,311,335,357,10810,21,21,16,21,15,4,2,0,0,16,24,16,20,18,5,2,0,0,28,12,20,16,44,56,1,66,20,6,6,0,0,0,8,0,0,8,19,21,2,69,63,67,60,59,55,66,37,73,99,14,7,7,3,5,13,4,2,22,2,3,12,8,12,1,0,3,18,11,0,2,13,3,5,6,1,19,10,1,7,18,5,0,4,66,7,0,120,12,11,35,17,6,8,10,0,32,0,27,5,0,0,0,15,29,2,25,9,19,37,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,85,99,1,0,0,93,67,30,12,26,0,7,7,27,61,39,0,0,8,5,26,62,0,0,96,4,92,99,98,7,2,4,10,9706,9606,9604,,9603,9602,9601,9511,,9510,9508,,9506,,9503,9502,9501,9411,9411,9410,9409,9407,9406,L3D,S3D,S3D, ,S3D,S4D,S4D,S3D, ,S2D,S2D, ,A1D, ,S2E,A1E,A1E,S2F,S2F,S2F,S2F,S2F,S2F,21,9702,59,5,10,,,,,,,,,,9509,,,,9505,,,,,,,,,,,,,,,,,,9,,,,9,,,,,,,,,117,11,6,5,9412,16,9203,9,9509,9104,9111,7,10.636363636,15395,0,0,1,L,3,D,X,X,X,39,B
8701,IMP,28,FL,33056, , ,3703,0, , , , ,XXXX,S2,18,61,E,H, , , , ,,6,F,3,4,0,0,2,0,0,0,0,0,0,1,0,1,0,0,3,0,27,47,3,9,0,12, , , ,3, , , , , , , , , , , , , , , , , , , ,1,X,1472,327,373,99,0,0,45,55,11,86,0,0,13,0,0,0,0,0,0,0,0,2,4,8,25,37,42,29,39,44,36,34,41,26,21,21,25,15,10,5,2,13,12,30,27,18,15,3,11,10,16,74,55,35,19,42,16,4,38,325,384,87,86,2,11,9,4,0,0,0,641,649,4,4,81,19,94,6,0,64,88,52,35,94,6,29,2,27,8,11,2,2,7,2,26,54,5,0,1,2,16,91,0,2,39,50,51,21,7,10,1,0,10,6,4,0,25,80,90,93,5000,127,528,302,266,331,318,8546,15,19,25,27,14,0,0,0,0,16,23,27,21,14,0,0,0,0,10,0,12,17,47,53,4,79,11,6,5,1,0,0,3,2,0,12,29,32,9,80,82,79,84,68,79,84,30,92,0,6,16,6,3,5,25,1,3,11,0,10,12,6,2,0,0,8,11,13,9,6,8,2,6,4,0,18,9,5,1,9,0,12,4,62,12,0,120,17,22,36,10,8,6,1,6,33,1,33,6,0,0,0,10,27,0,47,10,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,51,80,13,0,7,95,66,17,11,24,2,2,4,35,64,36,5,0,42,4,53,0,0,0,91,9,92,99,93,7,2,11,6,9706,9606,9604,,9603,9602,9601,9511,9510,9510,9509,9507,9506,,9503,9502,9501,9411,9411,9410,9409,,9406,L1E,A1E,A1E, ,A1E,A1E,A1E,A1E,A1E,A1E,A1E,S2E,S2E, ,A1D,A1D,A1D,A1D,A1D,A1D,A1D, ,L2F,29,9702,65,5,12,,,,,,9601,,,,,,,,,,9502,,,,,,9406,,,,,,12,,,,,,,,,,10,,,,,,5,125,12,10,1,8702,20,9207,12,9601,8702,8710,8,10.416666667,37124,0,0,0,L,1,E,X,X,X,26,A
